Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),2.75
Loan Term (months),240
Inflation Rate (%),3.0
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,240
Total Mortgage Interest,341250.40
Extraction Timestamp,20250727_225658
Monthly Income,"12,000.00"
Total Investment Amount,"1,167,404.79"
Total Investment Final Value,"2,618,945.13"
Total Investment Profit After Tax,"754,713.47"
Effective Annual Return After Tax,3.60%
Weighted Monthly Payment (30 years),"7,577.38"
Weighted Cost (should be ~0),0.81
Weighted Investment Profit,"712,596.02"
Weighted Calculation Converged,Yes
