Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),3.0
Loan Term (months),120
Inflation Rate (%),1.5
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,120
Total Mortgage Interest,159233.10
Extraction Timestamp,20250727_172513
Monthly Income,"12,000.00"
Total Investment Amount,"201,249.74"
Total Investment Final Value,"280,498.27"
Total Investment Profit After Tax,"37,497.10"
Effective Annual Return After Tax,2.91%
Weighted Monthly Payment (30 years),"7,676.86"
Weighted Cost (should be ~0),-0.16
Weighted Investment Profit,"238,750.10"
Weighted Calculation Converged,Yes
