Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),3.5
Loan Term (months),180
Inflation Rate (%),1.0
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,180
Total Mortgage Interest,277815.67
Extraction Timestamp,20250727_224155
Monthly Income,"12,000.00"
Total Investment Amount,"802,874.52"
Total Investment Final Value,"1,367,364.03"
Total Investment Profit After Tax,"279,398.26"
Effective Annual Return After Tax,3.13%
Weighted Monthly Payment (30 years),"7,120.65"
Weighted Cost (should be ~0),-0.94
Weighted Investment Profit,"357,124.54"
Weighted Calculation Converged,Yes
