Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),4.5
Loan Term (months),168
Inflation Rate (%),1.5
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,168
Total Mortgage Interest,340542.01
Extraction Timestamp,20250727_162157
Monthly Income,"12,000.00"
Total Investment Amount,"562,085.70"
Total Investment Final Value,"902,522.94"
Total Investment Profit After Tax,"166,652.81"
Effective Annual Return After Tax,2.97%
Weighted Monthly Payment (30 years),"8,002.54"
Weighted Cost (should be ~0),-0.44
Weighted Investment Profit,"453,913.86"
Weighted Calculation Converged,Yes
