Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.0
Loan Term (months),216
Inflation Rate (%),1.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,216
Total Mortgage Interest,194711.53
Extraction Timestamp,20250727_151832
Monthly Income,"12,000.00"
Total Investment Amount,"1,280,578.26"
Total Investment Final Value,"2,544,757.93"
Total Investment Profit After Tax,"644,151.11"
Effective Annual Return After Tax,3.38%
Weighted Monthly Payment (30 years),"6,024.76"
Weighted Cost (should be ~0),-0.07
Weighted Investment Profit,"311,421.67"
Weighted Calculation Converged,Yes
