Parameter,Value
Loan Type,זכאות
Interest Rate (%),5.0
Loan Term (months),228
Inflation Rate (%),1.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,228
Total Mortgage Interest,509061.16
Extraction Timestamp,20250728_093150
Monthly Income,"12,000.00"
Total Investment Amount,"1,125,211.38"
Total Investment Final Value,"2,189,744.14"
Total Investment Profit After Tax,"543,180.24"
Effective Annual Return After Tax,3.10%
Weighted Monthly Payment (30 years),"7,835.17"
Weighted Cost (should be ~0),-0.81
Weighted Investment Profit,"610,787.81"
Weighted Calculation Converged,Yes
