Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),5.25
Loan Term (months),180
Inflation Rate (%),3.8
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,180
Total Mortgage Interest,484118.76
Extraction Timestamp,20250727_183931
Monthly Income,"12,000.00"
Total Investment Amount,"326,577.61"
Total Investment Final Value,"578,813.00"
Total Investment Profit After Tax,"125,614.18"
Effective Annual Return After Tax,3.37%
Weighted Monthly Payment (30 years),"9,806.07"
Weighted Cost (should be ~0),0.87
Weighted Investment Profit,"833,423.26"
Weighted Calculation Converged,Yes
