Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.0
Loan Term (months),204
Inflation Rate (%),1.8
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,204
Total Mortgage Interest,189854.08
Extraction Timestamp,20250727_160200
Monthly Income,"12,000.00"
Total Investment Amount,"1,087,533.16"
Total Investment Final Value,"2,095,896.86"
Total Investment Profit After Tax,"510,104.68"
Effective Annual Return After Tax,3.42%
Weighted Monthly Payment (30 years),"6,444.23"
Weighted Cost (should be ~0),-0.34
Weighted Investment Profit,"360,466.50"
Weighted Calculation Converged,Yes
