Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.5
Loan Term (months),108
Inflation Rate (%),2.8
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,108
Total Mortgage Interest,123893.37
Extraction Timestamp,20250727_151607
Monthly Income,"12,000.00"
Total Investment Amount,"33,669.07"
Total Investment Final Value,"51,532.32"
Total Investment Profit After Tax,"8,497.91"
Effective Annual Return After Tax,4.19%
Weighted Monthly Payment (30 years),"8,115.87"
Weighted Cost (should be ~0),-0.20
Weighted Investment Profit,"262,330.73"
Weighted Calculation Converged,Yes
