Parameter,Value
Loan Type,זכאות
Interest Rate (%),4.0
Loan Term (months),204
Inflation Rate (%),1.8
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,204
Total Mortgage Interest,379708.17
Extraction Timestamp,20250727_191839
Monthly Income,"12,000.00"
Total Investment Amount,"897,679.08"
Total Investment Final Value,"1,668,658.07"
Total Investment Profit After Tax,"388,579.27"
Effective Annual Return After Tax,3.22%
Weighted Monthly Payment (30 years),"7,718.89"
Weighted Cost (should be ~0),0.86
Weighted Investment Profit,"550,321.78"
Weighted Calculation Converged,Yes
