Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),3.25
Loan Term (months),216
Inflation Rate (%),1.0
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,216
Total Mortgage Interest,312475.01
Extraction Timestamp,20250727_152144
Monthly Income,"12,000.00"
Total Investment Amount,"1,183,458.89"
Total Investment Final Value,"2,295,281.81"
Total Investment Profit After Tax,"565,053.50"
Effective Annual Return After Tax,3.26%
Weighted Monthly Payment (30 years),"6,729.68"
Weighted Cost (should be ~0),-0.15
Weighted Investment Profit,"408,540.95"
Weighted Calculation Converged,Yes
