Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),4.75
Loan Term (months),264
Inflation Rate (%),2.5
Loan Amount,1000000
Channel,פריים
Amortization Method,קרן שווה
Total Monthly Payments,264
Total Mortgage Interest,524479.17
Extraction Timestamp,20250727_190602
Monthly Income,"12,000.00"
Total Investment Amount,"1,643,520.83"
Total Investment Final Value,"3,605,001.46"
Total Investment Profit After Tax,"1,024,612.67"
Effective Annual Return After Tax,3.17%
Weighted Monthly Payment (30 years),"6,960.06"
Weighted Cost (should be ~0),-0.86
Weighted Investment Profit,"524,478.31"
Weighted Calculation Converged,Yes
