Parameter,Value
Loan Type,זכאות
Interest Rate (%),4.75
Loan Term (months),360
Inflation Rate (%),2.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,360
Total Mortgage Interest,902369.12
Extraction Timestamp,20250727_185300
Monthly Income,"12,000.00"
Total Investment Amount,"2,000,456.32"
Total Investment Final Value,"6,594,215.60"
Total Investment Profit After Tax,"2,566,148.05"
Effective Annual Return After Tax,3.58%
Weighted Monthly Payment (30 years),"8,676.68"
Weighted Cost (should be ~0),0.11
Weighted Investment Profit,"1,319,543.79"
Weighted Calculation Converged,Yes
