Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),3.75
Loan Term (months),120
Inflation Rate (%),1.2
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,שפיצר
Total Monthly Payments,120
Total Mortgage Interest,209405.24
Extraction Timestamp,20250729_010747
Monthly Income,"12,000.00"
Total Investment Amount,"163,652.02"
Total Investment Final Value,"250,216.67"
Total Investment Profit After Tax,"41,392.98"
Effective Annual Return After Tax,3.75%
Weighted Monthly Payment (30 years),"7,830.78"
Weighted Cost (should be ~0),-0.17
Weighted Investment Profit,"276,347.81"
Weighted Calculation Converged,Yes
