Parameter,Value
Loan Type,זכאות
Interest Rate (%),6.0
Loan Term (months),312
Inflation Rate (%),1.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,312
Total Mortgage Interest,855412.16
Extraction Timestamp,20250727_172153
Monthly Income,"12,000.00"
Total Investment Amount,"1,746,137.85"
Total Investment Final Value,"4,456,301.18"
Total Investment Profit After Tax,"1,458,334.95"
Effective Annual Return After Tax,3.21%
Weighted Monthly Payment (30 years),"8,586.00"
Weighted Cost (should be ~0),-0.89
Weighted Investment Profit,"997,861.26"
Weighted Calculation Converged,Yes
