Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),3.25
Loan Term (months),120
Inflation Rate (%),3.0
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,שפיצר
Total Monthly Payments,120
Total Mortgage Interest,192085.71
Extraction Timestamp,20250729_033139
Monthly Income,"12,000.00"
Total Investment Amount,"93,665.89"
Total Investment Final Value,"161,685.63"
Total Investment Profit After Tax,"32,875.79"
Effective Annual Return After Tax,4.87%
Weighted Monthly Payment (30 years),"8,394.71"
Weighted Cost (should be ~0),0.23
Weighted Investment Profit,"368,953.66"
Weighted Calculation Converged,Yes
