Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),2.75
Loan Term (months),360
Inflation Rate (%),4.0
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,360
Total Mortgage Interest,644500.91
Extraction Timestamp,20250727_161438
Monthly Income,"12,000.00"
Total Investment Amount,"1,741,157.70"
Total Investment Final Value,"6,784,230.27"
Total Investment Profit After Tax,"2,848,853.60"
Effective Annual Return After Tax,4.11%
Weighted Monthly Payment (30 years),"8,572.74"
Weighted Cost (should be ~0),-0.98
Weighted Investment Profit,"1,578,841.32"
Weighted Calculation Converged,Yes
