Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),5.25
Loan Term (months),180
Inflation Rate (%),2.8
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,180
Total Mortgage Interest,458358.57
Extraction Timestamp,20250727_170855
Monthly Income,"12,000.00"
Total Investment Amount,"457,752.60"
Total Investment Final Value,"772,804.04"
Total Investment Profit After Tax,"155,912.12"
Effective Annual Return After Tax,3.07%
Weighted Monthly Payment (30 years),"9,147.46"
Weighted Cost (should be ~0),-0.67
Weighted Investment Profit,"702,246.73"
Weighted Calculation Converged,Yes
