Parameter,Value
Loan Type,זכאות
Interest Rate (%),6.0
Loan Term (months),240
Inflation Rate (%),2.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,240
Total Mortgage Interest,702281.03
Extraction Timestamp,20250727_190329
Monthly Income,"12,000.00"
Total Investment Amount,"920,687.15"
Total Investment Final Value,"1,858,922.79"
Total Investment Profit After Tax,"482,871.70"
Effective Annual Return After Tax,3.11%
Weighted Monthly Payment (30 years),"9,401.45"
Weighted Cost (should be ~0),0.02
Weighted Investment Profit,"959,312.86"
Weighted Calculation Converged,Yes
