Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),6.0
Loan Term (months),216
Inflation Rate (%),2.2
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,216
Total Mortgage Interest,622492.29
Extraction Timestamp,20250727_190124
Monthly Income,"12,000.00"
Total Investment Amount,"741,678.23"
Total Investment Final Value,"1,370,918.01"
Total Investment Profit After Tax,"318,229.26"
Effective Annual Return After Tax,3.01%
Weighted Monthly Payment (30 years),"9,304.14"
Weighted Cost (should be ~0),0.99
Weighted Investment Profit,"850,322.76"
Weighted Calculation Converged,Yes
