Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),2.75
Loan Term (months),240
Inflation Rate (%),2.0
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,240
Total Mortgage Interest,317283.02
Extraction Timestamp,20250727_191546
Monthly Income,"12,000.00"
Total Investment Amount,"1,332,349.63"
Total Investment Final Value,"2,897,006.17"
Total Investment Profit After Tax,"811,096.44"
Effective Annual Return After Tax,3.45%
Weighted Monthly Payment (30 years),"6,870.99"
Weighted Cost (should be ~0),0.76
Weighted Investment Profit,"547,651.13"
Weighted Calculation Converged,Yes
