Parameter,Value
Loan Type,זכאות
Interest Rate (%),3.5
Loan Term (months),216
Inflation Rate (%),2.5
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,216
Total Mortgage Interest,370247.43
Extraction Timestamp,20250727_162703
Monthly Income,"12,000.00"
Total Investment Amount,"957,839.93"
Total Investment Final Value,"1,911,260.29"
Total Investment Profit After Tax,"486,167.84"
Effective Annual Return After Tax,3.40%
Weighted Monthly Payment (30 years),"7,789.76"
Weighted Cost (should be ~0),-0.78
Weighted Investment Profit,"634,159.28"
Weighted Calculation Converged,Yes
