Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.0
Loan Term (months),192
Inflation Rate (%),1.5
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,192
Total Mortgage Interest,174648.37
Extraction Timestamp,20250727_154248
Monthly Income,"12,000.00"
Total Investment Amount,"998,528.89"
Total Investment Final Value,"1,834,942.87"
Total Investment Profit After Tax,"419,262.05"
Effective Annual Return After Tax,3.36%
Weighted Monthly Payment (30 years),"6,399.49"
Weighted Cost (should be ~0),0.15
Weighted Investment Profit,"305,471.27"
Weighted Calculation Converged,Yes
