Parameter,Value
Loan Type,זכאות
Interest Rate (%),5.25
Loan Term (months),132
Inflation Rate (%),3.8
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,132
Total Mortgage Interest,336733.51
Extraction Timestamp,20250727_183650
Monthly Income,"12,000.00"
Total Investment Amount,"9,465.42"
Total Investment Final Value,"10,391.99"
Total Investment Profit After Tax,413.52
Effective Annual Return After Tax,0.73%
Weighted Monthly Payment (30 years),"9,689.29"
Weighted Cost (should be ~0),0.09
Weighted Investment Profit,"579,695.13"
Weighted Calculation Converged,Yes
