Parameter,Value
Loan Type,זכאות
Interest Rate (%),5.0
Loan Term (months),168
Inflation Rate (%),3.8
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,168
Total Mortgage Interest,424576.27
Extraction Timestamp,20250727_193655
Monthly Income,"12,000.00"
Total Investment Amount,"269,764.35"
Total Investment Final Value,"461,292.45"
Total Investment Profit After Tax,"94,593.68"
Effective Annual Return After Tax,3.38%
Weighted Monthly Payment (30 years),"9,622.00"
Weighted Cost (should be ~0),-0.94
Weighted Investment Profit,"746,234.71"
Weighted Calculation Converged,Yes
