Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),2.0
Loan Term (months),120
Inflation Rate (%),4.0
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,120
Total Mortgage Interest,115971.28
Extraction Timestamp,20250727_192438
Monthly Income,"12,000.00"
Total Investment Amount,"97,850.49"
Total Investment Final Value,"164,387.48"
Total Investment Profit After Tax,"32,065.07"
Effective Annual Return After Tax,4.62%
Weighted Monthly Payment (30 years),"8,284.46"
Weighted Cost (should be ~0),0.09
Weighted Investment Profit,"347,143.35"
Weighted Calculation Converged,Yes
