Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),3.5
Loan Term (months),192
Inflation Rate (%),2.8
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,192
Total Mortgage Interest,329111.44
Extraction Timestamp,20250727_170412
Monthly Income,"12,000.00"
Total Investment Amount,"712,212.31"
Total Investment Final Value,"1,316,951.15"
Total Investment Profit After Tax,"303,428.13"
Effective Annual Return After Tax,3.40%
Weighted Monthly Payment (30 years),"8,040.78"
Weighted Cost (should be ~0),0.52
Weighted Investment Profit,"591,788.21"
Weighted Calculation Converged,Yes
