Parameter,Value
Loan Type,זכאות
Interest Rate (%),3.5
Loan Term (months),216
Inflation Rate (%),2.8
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,216
Total Mortgage Interest,377577.03
Extraction Timestamp,20250727_171001
Monthly Income,"12,000.00"
Total Investment Amount,"913,064.52"
Total Investment Final Value,"1,839,557.36"
Total Investment Profit After Tax,"472,916.18"
Effective Annual Return After Tax,3.45%
Weighted Monthly Payment (30 years),"7,997.35"
Weighted Cost (should be ~0),0.50
Weighted Investment Profit,"678,935.98"
Weighted Calculation Converged,Yes
