Parameter,Value
Loan Type,זכאות
Interest Rate (%),3.5
Loan Term (months),312
Inflation Rate (%),4.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,312
Total Mortgage Interest,667224.46
Extraction Timestamp,20250727_190540
Monthly Income,"12,000.00"
Total Investment Amount,"1,316,766.66"
Total Investment Final Value,"4,137,157.29"
Total Investment Profit After Tax,"1,545,646.29"
Effective Annual Return After Tax,3.97%
Weighted Monthly Payment (30 years),"9,258.90"
Weighted Cost (should be ~0),0.79
Weighted Investment Profit,"1,427,234.13"
Weighted Calculation Converged,Yes
