Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),2.0
Loan Term (months),144
Inflation Rate (%),3.8
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,144
Total Mortgage Interest,141767.88
Extraction Timestamp,20250727_190622
Monthly Income,"12,000.00"
Total Investment Amount,"317,723.43"
Total Investment Final Value,"535,294.83"
Total Investment Profit After Tax,"106,092.88"
Effective Annual Return After Tax,3.85%
Weighted Monthly Payment (30 years),"8,001.24"
Weighted Cost (should be ~0),0.23
Weighted Investment Profit,"410,276.79"
Weighted Calculation Converged,Yes
