Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),4.5
Loan Term (months),120
Inflation Rate (%),1.2
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,120
Total Mortgage Interest,236382.34
Extraction Timestamp,20250727_160056
Monthly Income,"12,000.00"
Total Investment Amount,"140,929.75"
Total Investment Final Value,"177,739.61"
Total Investment Profit After Tax,"17,050.36"
Effective Annual Return After Tax,2.02%
Weighted Monthly Payment (30 years),"8,187.39"
Weighted Cost (should be ~0),0.58
Weighted Investment Profit,"299,355.23"
Weighted Calculation Converged,Yes
