Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),4.25
Loan Term (months),300
Inflation Rate (%),2.0
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,300
Total Mortgage Interest,634796.12
Extraction Timestamp,20250727_184552
Monthly Income,"12,000.00"
Total Investment Amount,"1,666,973.35"
Total Investment Final Value,"4,386,108.38"
Total Investment Profit After Tax,"1,463,230.21"
Effective Annual Return After Tax,3.46%
Weighted Monthly Payment (30 years),"7,971.78"
Weighted Cost (should be ~0),0.11
Weighted Investment Profit,"933,026.76"
Weighted Calculation Converged,Yes
