Parameter,Value
Loan Type,זכאות
Interest Rate (%),3.25
Loan Term (months),192
Inflation Rate (%),2.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,192
Total Mortgage Interest,291913.83
Extraction Timestamp,20250727_164449
Monthly Income,"12,000.00"
Total Investment Amount,"832,745.79"
Total Investment Final Value,"1,513,872.30"
Total Investment Profit After Tax,"341,079.64"
Effective Annual Return After Tax,3.30%
Weighted Monthly Payment (30 years),"7,416.24"
Weighted Cost (should be ~0),-0.23
Weighted Investment Profit,"471,253.98"
Weighted Calculation Converged,Yes
