Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),4.75
Loan Term (months),228
Inflation Rate (%),3.2
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,228
Total Mortgage Interest,561786.70
Extraction Timestamp,20250727_200153
Monthly Income,"12,000.00"
Total Investment Amount,"796,753.03"
Total Investment Final Value,"1,659,416.62"
Total Investment Profit After Tax,"443,858.10"
Effective Annual Return After Tax,3.43%
Weighted Monthly Payment (30 years),"9,238.03"
Weighted Cost (should be ~0),0.23
Weighted Investment Profit,"939,247.21"
Weighted Calculation Converged,Yes
