Parameter,Value
Loan Type,זכאות
Interest Rate (%),6.0
Loan Term (months),264
Inflation Rate (%),4.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,264
Total Mortgage Interest,909952.73
Extraction Timestamp,20250727_234037
Monthly Income,"12,000.00"
Total Investment Amount,"653,427.51"
Total Investment Final Value,"1,609,021.19"
Total Investment Profit After Tax,"506,391.37"
Effective Annual Return After Tax,3.66%
Weighted Monthly Payment (30 years),"11,307.63"
Weighted Cost (should be ~0),-0.87
Weighted Investment Profit,"1,514,571.62"
Weighted Calculation Converged,Yes
