Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),3.25
Loan Term (months),156
Inflation Rate (%),3.5
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,156
Total Mortgage Interest,249311.50
Extraction Timestamp,20250727_191229
Monthly Income,"12,000.00"
Total Investment Amount,"354,980.01"
Total Investment Final Value,"599,228.78"
Total Investment Profit After Tax,"119,784.89"
Effective Annual Return After Tax,3.56%
Weighted Monthly Payment (30 years),"8,448.76"
Weighted Cost (should be ~0),0.10
Weighted Investment Profit,"517,020.09"
Weighted Calculation Converged,Yes
