Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),4.25
Loan Term (months),300
Inflation Rate (%),1.5
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,300
Total Mortgage Interest,606857.02
Extraction Timestamp,20250727_180759
Monthly Income,"12,000.00"
Total Investment Amount,"1,779,225.54"
Total Investment Final Value,"4,614,112.35"
Total Investment Profit After Tax,"1,523,138.94"
Effective Annual Return After Tax,3.40%
Weighted Monthly Payment (30 years),"7,556.60"
Weighted Cost (should be ~0),0.12
Weighted Investment Profit,"820,774.58"
Weighted Calculation Converged,Yes
