Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),2.75
Loan Term (months),240
Inflation Rate (%),1.8
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,שפיצר
Total Monthly Payments,240
Total Mortgage Interest,343012.88
Extraction Timestamp,20250729_044136
Monthly Income,"12,000.00"
Total Investment Amount,"1,312,805.87"
Total Investment Final Value,"3,003,398.24"
Total Investment Profit After Tax,"880,201.63"
Effective Annual Return After Tax,3.69%
Weighted Monthly Payment (30 years),"6,663.42"
Weighted Cost (should be ~0),-0.41
Weighted Investment Profit,"567,193.72"
Weighted Calculation Converged,Yes
