Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),5.25
Loan Term (months),240
Inflation Rate (%),1.5
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,240
Total Mortgage Interest,584564.22
Extraction Timestamp,20250728_110441
Monthly Income,"12,000.00"
Total Investment Amount,"1,128,625.94"
Total Investment Final Value,"2,296,117.98"
Total Investment Profit After Tax,"601,035.32"
Effective Annual Return After Tax,3.14%
Weighted Monthly Payment (30 years),"8,323.78"
Weighted Cost (should be ~0),0.09
Weighted Investment Profit,"751,374.14"
Weighted Calculation Converged,Yes
