Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),4.25
Loan Term (months),252
Inflation Rate (%),1.5
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,252
Total Mortgage Interest,499400.59
Extraction Timestamp,20250727_180446
Monthly Income,"12,000.00"
Total Investment Amount,"1,348,560.43"
Total Investment Final Value,"2,937,290.30"
Total Investment Profit After Tax,"826,914.14"
Effective Annual Return After Tax,3.29%
Weighted Monthly Payment (30 years),"7,597.88"
Weighted Cost (should be ~0),0.67
Weighted Investment Profit,"675,440.24"
Weighted Calculation Converged,Yes
