Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),4.0
Loan Term (months),264
Inflation Rate (%),2.5
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,264
Total Mortgage Interest,535767.58
Extraction Timestamp,20250727_224950
Monthly Income,"12,000.00"
Total Investment Amount,"1,298,073.85"
Total Investment Final Value,"3,055,082.39"
Total Investment Profit After Tax,"925,331.70"
Effective Annual Return After Tax,3.47%
Weighted Monthly Payment (30 years),"8,168.52"
Weighted Cost (should be ~0),-0.49
Weighted Investment Profit,"869,925.66"
Weighted Calculation Converged,Yes
