Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),2.25
Loan Term (months),204
Inflation Rate (%),1.2
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,204
Total Mortgage Interest,206082.11
Extraction Timestamp,20250727_223603
Monthly Income,"12,000.00"
Total Investment Amount,"1,132,117.24"
Total Investment Final Value,"2,149,197.11"
Total Investment Profit After Tax,"513,689.16"
Effective Annual Return After Tax,3.34%
Weighted Monthly Payment (30 years),"6,287.11"
Weighted Cost (should be ~0),0.81
Weighted Investment Profit,"315,883.58"
Weighted Calculation Converged,Yes
