Parameter,Value
Loan Type,זכאות
Interest Rate (%),4.25
Loan Term (months),288
Inflation Rate (%),3.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,288
Total Mortgage Interest,673331.29
Extraction Timestamp,20250727_232752
Monthly Income,"12,000.00"
Total Investment Amount,"1,277,038.20"
Total Investment Final Value,"3,384,066.89"
Total Investment Profit After Tax,"1,130,707.95"
Effective Annual Return After Tax,3.63%
Weighted Monthly Payment (30 years),"9,057.13"
Weighted Cost (should be ~0),-0.07
Weighted Investment Profit,"1,178,961.73"
Weighted Calculation Converged,Yes
