Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),3.25
Loan Term (months),180
Inflation Rate (%),2.5
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,180
Total Mortgage Interest,279198.79
Extraction Timestamp,20250727_175820
Monthly Income,"12,000.00"
Total Investment Amount,"666,479.41"
Total Investment Final Value,"1,176,553.45"
Total Investment Profit After Tax,"253,572.44"
Effective Annual Return After Tax,3.35%
Weighted Monthly Payment (30 years),"7,768.64"
Weighted Cost (should be ~0),0.76
Weighted Investment Profit,"493,521.35"
Weighted Calculation Converged,Yes
