Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),5.5
Loan Term (months),360
Inflation Rate (%),1.5
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,שפיצר
Total Monthly Payments,360
Total Mortgage Interest,1243862.31
Extraction Timestamp,20250729_023639
Monthly Income,"12,000.00"
Total Investment Amount,"1,737,326.03"
Total Investment Final Value,"6,555,008.28"
Total Investment Profit After Tax,"2,715,094.02"
Effective Annual Return After Tax,4.01%
Weighted Monthly Payment (30 years),"8,831.69"
Weighted Cost (should be ~0),0.13
Weighted Investment Profit,"1,582,674.10"
Weighted Calculation Converged,Yes
