Parameter,Value
Loan Type,זכאות
Interest Rate (%),4.25
Loan Term (months),312
Inflation Rate (%),4.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,312
Total Mortgage Interest,810201.13
Extraction Timestamp,20250727_153536
Monthly Income,"12,000.00"
Total Investment Amount,"1,173,789.99"
Total Investment Final Value,"3,664,059.19"
Total Investment Profit After Tax,"1,364,796.41"
Effective Annual Return After Tax,3.94%
Weighted Monthly Payment (30 years),"10,027.07"
Weighted Cost (should be ~0),-1.00
Weighted Investment Profit,"1,570,209.01"
Weighted Calculation Converged,Yes
