Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.75
Loan Term (months),324
Inflation Rate (%),3.5
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,324
Total Mortgage Interest,524381.76
Extraction Timestamp,20250727_153543
Monthly Income,"12,000.00"
Total Investment Amount,"1,698,164.17"
Total Investment Final Value,"5,426,145.96"
Total Investment Profit After Tax,"2,053,398.58"
Effective Annual Return After Tax,3.88%
Weighted Monthly Payment (30 years),"7,981.38"
Weighted Cost (should be ~0),0.17
Weighted Investment Profit,"1,189,836.00"
Weighted Calculation Converged,Yes
