Parameter,Value
Loan Type,זכאות
Interest Rate (%),5.5
Loan Term (months),360
Inflation Rate (%),1.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,360
Total Mortgage Interest,936759.32
Extraction Timestamp,20250727_194859
Monthly Income,"12,000.00"
Total Investment Amount,"2,179,061.01"
Total Investment Final Value,"6,779,365.96"
Total Investment Profit After Tax,"2,555,651.05"
Effective Annual Return After Tax,3.39%
Weighted Monthly Payment (30 years),"8,390.04"
Weighted Cost (should be ~0),0.28
Weighted Investment Profit,"1,140,939.28"
Weighted Calculation Converged,Yes
