Parameter,Value
Loan Type,זכאות
Interest Rate (%),4.0
Loan Term (months),276
Inflation Rate (%),3.8
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,276
Total Mortgage Interest,632590.96
Extraction Timestamp,20250727_161113
Monthly Income,"12,000.00"
Total Investment Amount,"1,080,344.66"
Total Investment Final Value,"2,854,070.18"
Total Investment Profit After Tax,"947,629.55"
Effective Annual Return After Tax,3.78%
Weighted Monthly Payment (30 years),"9,382.68"
Weighted Cost (should be ~0),0.18
Weighted Investment Profit,"1,231,655.52"
Weighted Calculation Converged,Yes
