Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),5.25
Loan Term (months),120
Inflation Rate (%),3.0
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,שפיצר
Total Monthly Payments,120
Total Mortgage Interest,320418.21
Extraction Timestamp,20250729_014126
Monthly Income,"12,000.00"
Total Investment Amount,"28,384.78"
Total Investment Final Value,"52,552.67"
Total Investment Profit After Tax,"11,793.29"
Effective Annual Return After Tax,5.53%
Weighted Monthly Payment (30 years),"9,344.23"
Weighted Cost (should be ~0),0.91
Weighted Investment Profit,"503,058.64"
Weighted Calculation Converged,Yes
