Parameter,Value
Loan Type,זכאות
Interest Rate (%),6.0
Loan Term (months),360
Inflation Rate (%),3.5
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,360
Total Mortgage Interest,1324165.34
Extraction Timestamp,20250727_231654
Monthly Income,"12,000.00"
Total Investment Amount,"1,225,651.24"
Total Investment Final Value,"4,326,157.41"
Total Investment Profit After Tax,"1,744,591.48"
Effective Annual Return After Tax,3.79%
Weighted Monthly Payment (30 years),"11,571.62"
Weighted Cost (should be ~0),0.81
Weighted Investment Profit,"2,094,349.57"
Weighted Calculation Converged,Yes
