Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),4.5
Loan Term (months),360
Inflation Rate (%),3.8
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,שפיצר
Total Monthly Payments,360
Total Mortgage Interest,1305639.30
Extraction Timestamp,20250729_021447
Monthly Income,"12,000.00"
Total Investment Amount,"1,076,060.29"
Total Investment Final Value,"5,339,698.02"
Total Investment Profit After Tax,"2,439,833.75"
Effective Annual Return After Tax,4.91%
Weighted Monthly Payment (30 years),"10,786.32"
Weighted Cost (should be ~0),-0.48
Weighted Investment Profit,"2,404,698.32"
Weighted Calculation Converged,Yes
