Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),5.5
Loan Term (months),276
Inflation Rate (%),4.0
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,276
Total Mortgage Interest,885441.26
Extraction Timestamp,20250727_180619
Monthly Income,"12,000.00"
Total Investment Amount,"784,740.85"
Total Investment Final Value,"2,058,697.44"
Total Investment Profit After Tax,"681,113.34"
Effective Annual Return After Tax,3.75%
Weighted Monthly Payment (30 years),"10,975.07"
Weighted Cost (should be ~0),0.00
Weighted Investment Profit,"1,527,259.15"
Weighted Calculation Converged,Yes
