Parameter,Value
Loan Type,זכאות
Interest Rate (%),4.25
Loan Term (months),144
Inflation Rate (%),2.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,144
Total Mortgage Interest,281263.71
Extraction Timestamp,20250727_185542
Monthly Income,"12,000.00"
Total Investment Amount,"301,407.39"
Total Investment Final Value,"451,033.24"
Total Investment Profit After Tax,"72,051.96"
Effective Annual Return After Tax,2.95%
Weighted Monthly Payment (30 years),"8,352.86"
Weighted Cost (should be ~0),0.73
Weighted Investment Profit,"426,593.34"
Weighted Calculation Converged,Yes
