Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.75
Loan Term (months),276
Inflation Rate (%),1.5
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,276
Total Mortgage Interest,357549.70
Extraction Timestamp,20250727_183953
Monthly Income,"12,000.00"
Total Investment Amount,"1,759,666.67"
Total Investment Final Value,"4,308,281.38"
Total Investment Profit After Tax,"1,351,823.20"
Effective Annual Return After Tax,3.47%
Weighted Monthly Payment (30 years),"6,403.49"
Weighted Cost (should be ~0),0.97
Weighted Investment Profit,"552,334.30"
Weighted Calculation Converged,Yes
