Parameter,Value
Loan Type,זכאות
Interest Rate (%),5.5
Loan Term (months),264
Inflation Rate (%),1.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,264
Total Mortgage Interest,664872.50
Extraction Timestamp,20250727_194255
Monthly Income,"12,000.00"
Total Investment Amount,"1,358,209.33"
Total Investment Final Value,"2,971,894.59"
Total Investment Profit After Tax,"843,181.73"
Effective Annual Return After Tax,3.16%
Weighted Monthly Payment (30 years),"8,300.67"
Weighted Cost (should be ~0),-0.94
Weighted Investment Profit,"809,789.74"
Weighted Calculation Converged,Yes
