Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),2.75
Loan Term (months),120
Inflation Rate (%),2.8
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,120
Total Mortgage Interest,152767.69
Extraction Timestamp,20250727_223641
Monthly Income,"12,000.00"
Total Investment Amount,"132,049.11"
Total Investment Final Value,"195,739.46"
Total Investment Profit After Tax,"30,374.94"
Effective Annual Return After Tax,3.46%
Weighted Monthly Payment (30 years),"8,099.88"
Weighted Cost (should be ~0),0.25
Weighted Investment Profit,"307,951.14"
Weighted Calculation Converged,Yes
