Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),3.75
Loan Term (months),240
Inflation Rate (%),2.8
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,240
Total Mortgage Interest,458528.62
Extraction Timestamp,20250727_155017
Monthly Income,"12,000.00"
Total Investment Amount,"1,079,900.34"
Total Investment Final Value,"2,363,414.40"
Total Investment Profit After Tax,"665,985.06"
Effective Annual Return After Tax,3.48%
Weighted Monthly Payment (30 years),"8,193.05"
Weighted Cost (should be ~0),0.19
Weighted Investment Profit,"800,099.85"
Weighted Calculation Converged,Yes
