Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),5.75
Loan Term (months),180
Inflation Rate (%),3.8
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,180
Total Mortgage Interest,530225.30
Extraction Timestamp,20250728_000253
Monthly Income,"12,000.00"
Total Investment Amount,"280,471.06"
Total Investment Final Value,"486,255.34"
Total Investment Profit After Tax,"102,298.08"
Effective Annual Return After Tax,3.23%
Weighted Monthly Payment (30 years),"10,121.38"
Weighted Cost (should be ~0),-1.00
Weighted Investment Profit,"879,527.94"
Weighted Calculation Converged,Yes
