Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),5.0
Loan Term (months),120
Inflation Rate (%),3.0
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,120
Total Mortgage Interest,279736.10
Extraction Timestamp,20250727_183539
Monthly Income,"12,000.00"
Total Investment Amount,"15,739.93"
Total Investment Final Value,"17,280.49"
Total Investment Profit After Tax,685.49
Effective Annual Return After Tax,0.80%
Weighted Monthly Payment (30 years),"9,180.99"
Weighted Cost (should be ~0),-0.42
Weighted Investment Profit,"447,158.79"
Weighted Calculation Converged,Yes
