Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),2.0
Loan Term (months),132
Inflation Rate (%),3.5
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,132
Total Mortgage Interest,126763.21
Extraction Timestamp,20250727_184625
Monthly Income,"12,000.00"
Total Investment Amount,"236,046.32"
Total Investment Final Value,"380,043.82"
Total Investment Profit After Tax,"69,561.96"
Effective Annual Return After Tax,3.83%
Weighted Monthly Payment (30 years),"7,953.91"
Weighted Cost (should be ~0),-0.93
Weighted Investment Profit,"347,952.76"
Weighted Calculation Converged,Yes
