Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),4.75
Loan Term (months),252
Inflation Rate (%),2.2
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,252
Total Mortgage Interest,588281.29
Extraction Timestamp,20250727_184545
Monthly Income,"12,000.00"
Total Investment Amount,"1,163,750.20"
Total Investment Final Value,"2,549,604.55"
Total Investment Profit After Tax,"722,019.90"
Effective Annual Return After Tax,3.32%
Weighted Monthly Payment (30 years),"8,500.49"
Weighted Cost (should be ~0),-0.21
Weighted Investment Profit,"860,249.59"
Weighted Calculation Converged,Yes
