Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),2.25
Loan Term (months),216
Inflation Rate (%),2.8
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,216
Total Mortgage Interest,242728.09
Extraction Timestamp,20250727_162334
Monthly Income,"12,000.00"
Total Investment Amount,"1,047,913.45"
Total Investment Final Value,"2,154,281.29"
Total Investment Profit After Tax,"565,679.56"
Effective Annual Return After Tax,3.56%
Weighted Monthly Payment (30 years),"7,135.73"
Weighted Cost (should be ~0),0.19
Weighted Investment Profit,"544,086.74"
Weighted Calculation Converged,Yes
