Parameter,Value
Loan Type,זכאות
Interest Rate (%),3.0
Loan Term (months),348
Inflation Rate (%),3.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,348
Total Mortgage Interest,610182.70
Extraction Timestamp,20250727_230557
Monthly Income,"12,000.00"
Total Investment Amount,"1,916,686.77"
Total Investment Final Value,"6,604,283.10"
Total Investment Profit After Tax,"2,616,902.48"
Effective Annual Return After Tax,3.85%
Weighted Monthly Payment (30 years),"7,935.81"
Weighted Cost (should be ~0),-0.09
Weighted Investment Profit,"1,259,313.14"
Weighted Calculation Converged,Yes
